"ID","Weightvar","age","state","region","income","ethnicity","education","party","candidate","headline_id","accuracy","headline_value","headline_status","fact_check_link","guessed_correctly"
"1145053728",1.71895707497091,20,"Colorado","West","$25,000 to $34,999","White","Associate's degree","Democrat",NA,"B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1055878183",0.7134244544705,60,"Missouri","Midwest","$50,000 to $74,999","White","Ph.D.","Republican","Donald Trump","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1100920395",0.868279792083356,70,"Michigan","Midwest","Less than $25,000","White","Associate's degree","Democrat","Hillary Clinton","B","not at all accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","yes"
"1043895943",0.71619679789663,76,"California","West","$35,000 to $49,999","White","Ph.D.","Republican","Donald Trump","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1145988714",0.63848155421099,37,"Iowa","Midwest","$50,000 to $74,999","White","Bachelor's degree","Democrat","Hillary Clinton","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1142933429",0.640154273184131,37,"New York","Northeast","$35,000 to $49,999","White","Graduate or professional degree","Democrat",NA,"B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1135611929",1.2553792416756,59,"Alabama","South","$75,000 to $99,999","White","Associate's degree","Republican","Donald Trump","B","somewhat accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1136702572",0.856062529354088,28,"Florida","South","$35,000 to $49,999","White","Graduate or professional degree","Democrat","Hillary Clinton","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1054599722",0.67075532355674,71,"Georgia","South","$50,000 to $74,999","White","Associate's degree","Republican","Donald Trump","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1006000872",1.20650582495683,57,"Delaware","South","$75,000 to $99,999","White","Graduate or professional degree","Independent","Donald Trump","B","somewhat accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1146402682",0.765521993084965,30,"Colorado","West","$50,000 to $74,999","White","Graduate or professional degree","Democrat","Hillary Clinton","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1145963245",1.40916793216201,34,"Florida","South","$75,000 to $99,999","White","Graduate or professional degree","Republican","Donald Trump","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"C1440268671",1.49226024871326,38,"California","West","$35,000 to $49,999","Black or African American","Ph.D.","Republican",NA,"B","not very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","yes"
"1139358392",1.40916793216201,33,"Virginia","South","$75,000 to $99,999","White","Ph.D.","Democrat","Hillary Clinton","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1146995421",0.953474666605395,24,"Florida","South","Less than $25,000","White","Some college, no degree","Republican",NA,"B","somewhat accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1143093988",0.78342505500703,33,"Oklahoma","South","$50,000 to $74,999","White","Graduate or professional degree","Republican","Donald Trump","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"C1440321413",0.710922452758741,54,"Georgia","South","$25,000 to $34,999","White","Ph.D.","Independent","Donald Trump","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1140858872",1.37696520825518,31,"California","West","$75,000 to $99,999","White","Graduate or professional degree","Republican",NA,"B","somewhat accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1145073618",1.01412858010191,19,"Minnesota","Midwest","Less than $25,000","White","Associate's degree","Republican","Donald Trump","B","somewhat accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"C1440888010",0.600294675625689,51,"Tennessee","South","$50,000 to $74,999","White","Ph.D.","Republican",NA,"B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1134237900",0.708267147544739,31,"New York","Northeast","$50,000 to $74,999","White","Graduate or professional degree","Republican",NA,"B","not very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","yes"
"1100830182",0.692236577301749,68,"Pennsylvania","Northeast","$25,000 to $34,999","White","Associate's degree","Republican","Donald Trump","B","somewhat accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"C1440891283",0.647538448540507,32,"Tennessee","South","$35,000 to $49,999","White","Some college, no degree","Republican",NA,"B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1141458992",0.762636662671286,55,"West Virginia","South","$35,000 to $49,999","White","Ph.D.","Democrat","Donald Trump","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"C1440893227",2.31636781049564,29,"North Carolina","South","$35,000 to $49,999","Black or African American","Associate's degree","Democrat","Hillary Clinton","B","somewhat accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1100182317",0.710922452758741,36,"Tennessee","South","$25,000 to $34,999","White","Graduate or professional degree","Independent","Donald Trump","B","somewhat accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1096284741",1.75915787290038,28,"Texas","South","$25,000 to $34,999","White","Ph.D.","Democrat","Hillary Clinton","B","not at all accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","yes"
"1120402998",1.44963679335566,30,"New York","Northeast","$50,000 to $74,999","White","Associate's degree","Democrat","Hillary Clinton","B","somewhat accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1142444224",0.585416826972958,31,"New York","Northeast","$35,000 to $49,999","White","Graduate or professional degree","Republican",NA,"B","not very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","yes"
"1147237218",1.41472448337549,46,"Tennessee","South","$35,000 to $49,999","Black or African American","Graduate or professional degree","Democrat",NA,"B","not very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","yes"
"1140895581",1.16558049523274,52,"Tennessee","South","$75,000 to $99,999","White","Ph.D.","Republican",NA,"B","not very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","yes"
"1147220827",0.643531723758453,42,"California","West","$25,000 to $34,999","White","Associate's degree","Independent",NA,"B","not very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","yes"
"1141843754",0.655952697822906,35,"Florida","South","$35,000 to $49,999","White","Graduate or professional degree","Democrat","Hillary Clinton","B","somewhat accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"C1440897950",1.2553792416756,57,"Tennessee","South","$75,000 to $99,999","White","Ph.D.","Republican","Donald Trump","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1129581210",1.17893439568548,71,"California","West","$75,000 to $99,999","White","Graduate or professional degree","Independent","Other","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1100983675",1.20650582495683,82,"Florida","South","$75,000 to $99,999","White","Ph.D.","Republican","Donald Trump","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"C1440900195",0.788657936878189,52,"Oklahoma","South","Less than $25,000","White","Associate's degree","Democrat","Hillary Clinton","B","not very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","yes"
"1147003916",0.63848155421099,52,"Ohio","Midwest","$50,000 to $74,999","White","Bachelor's degree","Republican","Donald Trump","B","somewhat accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"C1440901148",0.68947309028607,68,"Pennsylvania","Northeast","$35,000 to $49,999","White","Associate's degree","Republican","Donald Trump","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"C1440903843",0.67075532355674,55,"Texas","South","$50,000 to $74,999","White","Ph.D.","Republican","Donald Trump","B","somewhat accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1145443844",1.60462737409775,40,"New York","Northeast","$35,000 to $49,999","White","Ph.D.","Republican","Donald Trump","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"C1440906126",0.697680181084948,36,"North Dakota","Midwest","$35,000 to $49,999","White","Ph.D.","Independent","Gary Johnson","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1142288501",1.20650582495683,70,"Texas","South","$75,000 to $99,999","White","Ph.D.","Republican","Donald Trump","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1140572707",0.735884037056358,74,"Tennessee","South","$25,000 to $34,999","White","Associate's degree","Republican","Donald Trump","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1146333326",0.579052238275037,31,"California","West","$50,000 to $74,999","White","Graduate or professional degree","Republican","Donald Trump","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"C1440907785",0.814401877001315,68,"Kansas","Midwest","$25,000 to $34,999","White","Associate's degree","Republican","Donald Trump","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"C1440847399",0.794450871528885,35,"New York","Northeast","$25,000 to $34,999","Other race","Graduate or professional degree","Republican",NA,"B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"C1440909590",1.40782171931094,48,"California","West","$75,000 to $99,999","Other race","Some college, no degree","Independent",NA,"B","somewhat accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1145759383",1.2553792416756,64,"Virginia","South","$75,000 to $99,999","White","Some college, no degree","Republican","Donald Trump","B","somewhat accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
"1142794839",0.587763244582133,33,"New York","Northeast","$25,000 to $34,999","White","Graduate or professional degree","Democrat","Hillary Clinton","B","very accurate","Donald Trump Sent His Own Plane to Transport 200 Stranded Marines","Fake","<a href=http://www.snopes.com/trump-tower-air/>Snopes</a>","no"
